data,Region,region.en,total.positive,new.positives,total.cases,population,population.per.mil,total.pos.per.mil,total.cas.per.mil
2020-02-28T18:00:00,Campania,Campania,4,1,4,5801692,5.801692,0.689454042,0.689454042
2020-02-28T18:00:00,Emilia-Romagna,Emilia-Romagna,143,48,145,4459477,4.459477,32.06654054,32.51502362
2020-02-28T18:00:00,Friuli Venezia Giulia,Friuli-Venezia Giulia,0,0,0,1215220,1.21522,0,0
2020-02-28T18:00:00,Lazio,Lazio,0,0,3,5879082,5.879082,0,0.510283748
2020-02-28T18:00:00,Liguria,Liguria,19,0,19,1550640,1.55064,12.25300521,12.25300521
2020-02-28T18:00:00,Lombardia,Lombardy,474,128,531,10060574,10.060574,47.11460797,52.78028868
2020-02-28T18:00:00,Marche,Marche,6,3,6,1525271,1.525271,3.933727187,3.933727187
2020-02-28T18:00:00,Molise,Molise,0,0,0,305617,0.305617,0,0
2020-02-28T18:00:00,Piemonte,Piedmont,11,9,11,4356406,4.356406,2.525017182,2.525017182
2020-02-28T18:00:00,Puglia,Apulia,3,2,3,4029053,4.029053,0.744591843,0.744591843
2020-02-28T18:00:00,Sardegna,Sardinia,0,0,0,1639591,1.639591,0,0
2020-02-28T18:00:00,Sicilia,Sicily,2,0,4,4999891,4.999891,0.40000872,0.80001744
2020-02-28T18:00:00,Toscana,Tuscany,7,6,8,3729641,3.729641,1.876856244,2.144978565
2020-02-28T18:00:00,Trentino-Alto Adige,Trentino-Alto Adige/South Tyrol,1,0,1,1072276,1.072276,0.932595712,0.932595712
2020-02-28T18:00:00,Umbria,Umbria,0,0,0,882015,0.882015,0,0
2020-02-28T18:00:00,Valle d'Aosta,Aosta,0,0,0,125666,0.125666,0,0
2020-02-28T18:00:00,Veneto,Veneto,149,40,151,4905854,4.905854,30.37187817,30.77955439
2020-02-29T17:00:00,Abruzzo,Abruzzo,2,1,2,1311580,1.31158,1.524878391,1.524878391
2020-02-29T17:00:00,Basilicata,Basilicata,0,0,0,562869,0.562869,0,0
2020-02-29T17:00:00,Calabria,Calabria,1,0,1,1947131,1.947131,0.513576128,0.513576128
2020-02-29T17:00:00,Campania,Campania,13,9,13,5801692,5.801692,2.240725637,2.240725637
2020-02-29T17:00:00,Emilia-Romagna,Emilia-Romagna,213,72,217,4459477,4.459477,47.76344849,48.66041466
2020-02-29T17:00:00,Friuli Venezia Giulia,Friuli-Venezia Giulia,0,0,0,1215220,1.21522,0,0
2020-02-29T17:00:00,Lazio,Lazio,3,3,6,5879082,5.879082,0.510283748,1.020567497
2020-02-29T17:00:00,Liguria,Liguria,38,23,42,1550640,1.55064,24.50601042,27.08559047
2020-02-29T17:00:00,Lombardia,Lombardy,552,84,615,10060574,10.060574,54.86764473,61.12971288
2020-02-29T17:00:00,Marche,Marche,11,5,11,1525271,1.525271,7.211833176,7.211833176
2020-02-29T17:00:00,Molise,Molise,0,0,0,305617,0.305617,0,0
2020-02-29T17:00:00,Piemonte,Piedmont,11,0,11,4356406,4.356406,2.525017182,2.525017182
2020-02-29T17:00:00,Puglia,Apulia,3,0,3,4029053,4.029053,0.744591843,0.744591843
2020-02-29T17:00:00,Sardegna,Sardinia,0,0,0,1639591,1.639591,0,0
2020-02-29T17:00:00,Sicilia,Sicily,2,0,4,4999891,4.999891,0.40000872,0.80001744
2020-02-29T17:00:00,Toscana,Tuscany,10,3,11,3729641,3.729641,2.681223206,2.949345527
2020-02-29T17:00:00,Trentino-Alto Adige,Trentino-Alto Adige/South Tyrol,1,0,1,1072276,1.072276,0.932595712,0.932595712
2020-02-29T17:00:00,Umbria,Umbria,0,0,0,882015,0.882015,0,0
2020-02-29T17:00:00,Valle d'Aosta,Aosta,0,0,0,125666,0.125666,0,0
2020-02-29T17:00:00,Veneto,Veneto,189,40,191,4905854,4.905854,38.52540251,38.93307873
2020-03-01T17:00:00,Abruzzo,Abruzzo,5,3,5,1311580,1.31158,3.812195977,3.812195977
2020-03-01T17:00:00,Basilicata,Basilicata,0,0,0,562869,0.562869,0,0
2020-03-01T17:00:00,Calabria,Calabria,1,0,1,1947131,1.947131,0.513576128,0.513576128
2020-03-01T17:00:00,Campania,Campania,17,4,17,5801692,5.801692,2.930179679,2.930179679
2020-03-01T17:00:00,Emilia-Romagna,Emilia-Romagna,277,68,285,4459477,4.459477,62.1149072,63.90883953
2020-03-01T17:00:00,Friuli Venezia Giulia,Friuli-Venezia Giulia,6,6,6,1215220,1.21522,4.937377594,4.937377594
2020-03-01T17:00:00,Lazio,Lazio,3,0,6,5879082,5.879082,0.510283748,1.020567497
2020-03-01T17:00:00,Liguria,Liguria,21,-17,25,1550640,1.55064,13.54279523,16.12237528
2020-03-01T17:00:00,Lombardia,Lombardy,887,369,984,10060574,10.060574,88.16594361,97.8075406
2020-03-01T17:00:00,Marche,Marche,25,14,25,1525271,1.525271,16.39052995,16.39052995
2020-03-01T17:00:00,Molise,Molise,0,0,0,305617,0.305617,0,0
2020-03-01T17:00:00,Piemonte,Piedmont,49,38,49,4356406,4.356406,11.24780381,11.24780381
2020-03-01T17:00:00,Puglia,Apulia,3,0,3,4029053,4.029053,0.744591843,0.744591843
2020-03-01T17:00:00,Sardegna,Sardinia,0,0,0,1639591,1.639591,0,0
2020-03-01T17:00:00,Sicilia,Sicily,7,5,9,4999891,4.999891,1.400030521,1.800039241
2020-03-01T17:00:00,Toscana,Tuscany,12,2,13,3729641,3.729641,3.217467847,3.485590168
2020-03-01T17:00:00,Trentino-Alto Adige,Trentino-Alto Adige/South Tyrol,1,0,1,1072276,1.072276,0.932595712,0.932595712
2020-03-01T17:00:00,Umbria,Umbria,2,2,2,882015,0.882015,2.267535133,2.267535133
2020-03-01T17:00:00,Valle d'Aosta,Aosta,0,0,0,125666,0.125666,0,0
2020-03-01T17:00:00,Veneto,Veneto,261,72,263,4905854,4.905854,53.20174632,53.60942254
2020-03-02T18:00:00,Abruzzo,Abruzzo,5,0,5,1311580,1.31158,3.812195977,3.812195977
2020-03-02T18:00:00,Basilicata,Basilicata,0,0,0,562869,0.562869,0,0
2020-03-02T18:00:00,Calabria,Calabria,1,0,1,1947131,1.947131,0.513576128,0.513576128
2020-03-02T18:00:00,Campania,Campania,17,0,17,5801692,5.801692,2.930179679,2.930179679
2020-03-02T18:00:00,Emilia-Romagna,Emilia-Romagna,324,50,335,4459477,4.459477,72.65425968,75.12091665
2020-03-02T18:00:00,Friuli Venezia Giulia,Friuli-Venezia Giulia,9,3,9,1215220,1.21522,7.406066391,7.406066391
2020-03-02T18:00:00,Lazio,Lazio,4,1,7,5879082,5.879082,0.680378331,1.19066208
2020-03-02T18:00:00,Liguria,Liguria,18,-3,22,1550640,1.55064,11.6081102,14.18769024
2020-03-02T18:00:00,Lombardia,Lombardy,1077,270,1254,10060574,10.060574,107.051546,124.6449755
2020-03-02T18:00:00,Marche,Marche,34,10,35,1525271,1.525271,22.29112073,22.94674192
2020-03-02T18:00:00,Molise,Molise,0,0,0,305617,0.305617,0,0
2020-03-02T18:00:00,Piemonte,Piedmont,51,2,51,4356406,4.356406,11.70689784,11.70689784
2020-03-02T18:00:00,Puglia,Apulia,4,1,4,4029053,4.029053,0.992789124,0.992789124
2020-03-02T18:00:00,Sardegna,Sardinia,0,0,0,1639591,1.639591,0,0
2020-03-02T18:00:00,Sicilia,Sicily,5,-2,7,4999891,4.999891,1.0000218,1.400030521
2020-03-02T18:00:00,Toscana,Tuscany,12,0,13,3729641,3.729641,3.217467847,3.485590168
2020-03-02T18:00:00,Trentino-Alto Adige,Trentino-Alto Adige/South Tyrol,1,0,1,1072276,1.072276,0.932595712,0.932595712
2020-03-02T18:00:00,Umbria,Umbria,2,0,2,882015,0.882015,2.267535133,2.267535133
2020-03-02T18:00:00,Valle d'Aosta,Aosta,0,0,0,125666,0.125666,0,0
2020-03-02T18:00:00,Veneto,Veneto,271,10,273,4905854,4.905854,55.24012741,55.64780362
2020-03-03T18:00:00,Abruzzo,Abruzzo,6,1,6,1311580,1.31158,4.574635173,4.574635173
2020-03-03T18:00:00,Basilicata,Basilicata,1,1,1,562869,0.562869,1.77661232,1.77661232
2020-03-03T18:00:00,Calabria,Calabria,1,0,1,1947131,1.947131,0.513576128,0.513576128
2020-03-03T18:00:00,Campania,Campania,30,13,30,5801692,5.801692,5.170905315,5.170905315
2020-03-03T18:00:00,Emilia-Romagna,Emilia-Romagna,398,85,420,4459477,4.459477,89.24813381,94.18144773
2020-03-03T18:00:00,Friuli Venezia Giulia,Friuli-Venezia Giulia,13,4,13,1215220,1.21522,10.69765145,10.69765145
2020-03-03T18:00:00,Lazio,Lazio,11,7,14,5879082,5.879082,1.871040411,2.381324159
2020-03-03T18:00:00,Liguria,Liguria,19,2,24,1550640,1.55064,12.25300521,15.47748027
2020-03-03T18:00:00,Lombardia,Lombardy,1326,266,1520,10060574,10.060574,131.8016248,151.0848188
2020-03-03T18:00:00,Marche,Marche,59,26,61,1525271,1.525271,38.68165067,39.99289307
2020-03-03T18:00:00,Molise,Molise,3,3,3,305617,0.305617,9.816207868,9.816207868
2020-03-03T18:00:00,Piemonte,Piedmont,56,5,56,4356406,4.356406,12.85463292,12.85463292
2020-03-03T18:00:00,Puglia,Apulia,6,2,6,4029053,4.029053,1.489183687,1.489183687
2020-03-03T18:00:00,Sardegna,Sardinia,1,1,1,1639591,1.639591,0.609908203,0.609908203
2020-03-03T18:00:00,Sicilia,Sicily,5,0,7,4999891,4.999891,1.0000218,1.400030521
2020-03-03T18:00:00,Toscana,Tuscany,18,6,19,3729641,3.729641,4.826201771,5.094324092
2020-03-03T18:00:00,Trentino-Alto Adige,Trentino-Alto Adige/South Tyrol,5,4,5,1072276,1.072276,4.662978561,4.662978561
2020-03-03T18:00:00,Umbria,Umbria,8,6,8,882015,0.882015,9.07014053,9.07014053
2020-03-03T18:00:00,Valle d'Aosta,Aosta,0,0,0,125666,0.125666,0,0
2020-03-03T18:00:00,Veneto,Veneto,297,34,307,4905854,4.905854,60.53991823,62.57829931
2020-03-04T17:00:00,Abruzzo,Abruzzo,7,1,7,1311580,1.31158,5.337074368,5.337074368
2020-03-04T17:00:00,Basilicata,Basilicata,1,0,1,562869,0.562869,1.77661232,1.77661232
2020-03-04T17:00:00,Calabria,Calabria,1,0,1,1947131,1.947131,0.513576128,0.513576128
2020-03-04T17:00:00,Campania,Campania,31,1,31,5801692,5.801692,5.343268826,5.343268826
2020-03-04T17:00:00,Emilia-Romagna,Emilia-Romagna,516,124,544,4459477,4.459477,115.7086358,121.987399
2020-03-04T17:00:00,Friuli Venezia Giulia,Friuli-Venezia Giulia,18,5,18,1215220,1.21522,14.81213278,14.81213278
2020-03-04T17:00:00,Lazio,Lazio,27,16,30,5879082,5.879082,4.592553735,5.102837484
2020-03-04T17:00:00,Liguria,Liguria,21,2,26,1550640,1.55064,13.54279523,16.76727029
2020-03-04T17:00:00,Lombardia,Lombardy,1497,300,1820,10060574,10.060574,148.798667,180.904191
2020-03-04T17:00:00,Marche,Marche,80,23,84,1525271,1.525271,52.44969582,55.07218062
2020-03-04T17:00:00,Molise,Molise,3,0,3,305617,0.305617,9.816207868,9.816207868
2020-03-04T17:00:00,Piemonte,Piedmont,82,26,82,4356406,4.356406,18.82285535,18.82285535
2020-03-04T17:00:00,Puglia,Apulia,7,3,9,4029053,4.029053,1.737380968,2.23377553
2020-03-04T17:00:00,Sardegna,Sardinia,2,1,2,1639591,1.639591,1.219816405,1.219816405
2020-03-04T17:00:00,Sicilia,Sicily,16,11,18,4999891,4.999891,3.200069762,3.600078482
2020-03-04T17:00:00,Toscana,Tuscany,37,19,38,3729641,3.729641,9.920525863,10.18864818
2020-03-04T17:00:00,Trentino-Alto Adige,Trentino-Alto Adige/South Tyrol,6,1,6,1072276,1.072276,5.595574274,5.595574274
2020-03-04T17:00:00,Umbria,Umbria,9,1,9,882015,0.882015,10.2039081,10.2039081
2020-03-04T17:00:00,Valle d'Aosta,Aosta,0,0,0,125666,0.125666,0,0
2020-03-04T17:00:00,Veneto,Veneto,345,53,360,4905854,4.905854,70.32414744,73.38171906
2020-03-05T17:00:00,Abruzzo,Abruzzo,8,1,8,1311580,1.31158,6.099513564,6.099513564
2020-03-05T17:00:00,Basilicata,Basilicata,1,0,1,562869,0.562869,1.77661232,1.77661232
2020-03-05T17:00:00,Calabria,Calabria,2,1,2,1947131,1.947131,1.027152256,1.027152256
2020-03-05T17:00:00,Campania,Campania,45,14,45,5801692,5.801692,7.756357973,7.756357973
2020-03-05T17:00:00,Emilia-Romagna,Emilia-Romagna,658,154,698,4459477,4.459477,147.5509348,156.5205965
2020-03-05T17:00:00,Friuli Venezia Giulia,Friuli-Venezia Giulia,21,3,21,1215220,1.21522,17.28082158,17.28082158
2020-03-05T17:00:00,Lazio,Lazio,41,14,44,5879082,5.879082,6.973877895,7.484161643
2020-03-05T17:00:00,Liguria,Liguria,21,2,28,1550640,1.55064,13.54279523,18.05706031
2020-03-05T17:00:00,Lombardia,Lombardy,1777,431,2251,10060574,10.060574,176.6300809,223.7446889
2020-03-05T17:00:00,Marche,Marche,120,40,124,1525271,1.525271,78.67454374,81.29702853
2020-03-05T17:00:00,Molise,Molise,7,4,7,305617,0.305617,22.90448503,22.90448503
2020-03-05T17:00:00,Piemonte,Piedmont,106,26,108,4356406,4.356406,24.33198375,24.79107778
2020-03-05T17:00:00,Puglia,Apulia,12,5,14,4029053,4.029053,2.978367373,3.474761935
2020-03-05T17:00:00,Sardegna,Sardinia,2,0,2,1639591,1.639591,1.219816405,1.219816405
2020-03-05T17:00:00,Sicilia,Sicily,16,0,18,4999891,4.999891,3.200069762,3.600078482
2020-03-05T17:00:00,Toscana,Tuscany,60,23,61,3729641,3.729641,16.08733924,16.35546156
2020-03-05T17:00:00,Trentino-Alto Adige,Trentino-Alto Adige/South Tyrol,8,2,8,1072276,1.072276,7.460765698,7.460765698
2020-03-05T17:00:00,Umbria,Umbria,9,0,9,882015,0.882015,10.2039081,10.2039081
2020-03-05T17:00:00,Valle d'Aosta,Aosta,2,2,2,125666,0.125666,15.91520379,15.91520379
2020-03-05T17:00:00,Veneto,Veneto,380,47,407,4905854,4.905854,77.45848123,82.96211016
2020-03-06T17:00:00,Abruzzo,Abruzzo,9,1,9,1311580,1.31158,6.861952759,6.861952759
2020-03-06T17:00:00,Basilicata,Basilicata,3,2,3,562869,0.562869,5.32983696,5.32983696
2020-03-06T17:00:00,Calabria,Calabria,4,2,4,1947131,1.947131,2.054304513,2.054304513
2020-03-06T17:00:00,Campania,Campania,57,12,57,5801692,5.801692,9.824720099,9.824720099
2020-03-06T17:00:00,Emilia-Romagna,Emilia-Romagna,816,172,870,4459477,4.459477,182.9810985,195.0901417
2020-03-06T17:00:00,Friuli Venezia Giulia,Friuli-Venezia Giulia,28,10,31,1215220,1.21522,23.04109544,25.50978424
2020-03-06T17:00:00,Lazio,Lazio,50,10,54,5879082,5.879082,8.50472914,9.185107471
2020-03-06T17:00:00,Liguria,Liguria,24,4,32,1550640,1.55064,15.47748027,20.63664035
2020-03-06T17:00:00,Lombardia,Lombardy,2008,361,2612,10060574,10.060574,199.5909975,259.6273334
2020-03-06T17:00:00,Marche,Marche,155,35,159,1525271,1.525271,101.6212857,104.2437705
2020-03-06T17:00:00,Molise,Molise,12,5,12,305617,0.305617,39.26483147,39.26483147
2020-03-06T17:00:00,Piemonte,Piedmont,139,35,143,4356406,4.356406,31.90703529,32.82522336
2020-03-06T17:00:00,Puglia,Apulia,15,3,17,4029053,4.029053,3.722959216,4.219353779
2020-03-06T17:00:00,Sardegna,Sardinia,5,3,5,1639591,1.639591,3.049541014,3.049541014
2020-03-06T17:00:00,Sicilia,Sicily,22,6,24,4999891,4.999891,4.400095922,4.800104642
2020-03-06T17:00:00,Toscana,Tuscany,78,18,79,3729641,3.729641,20.91354101,21.18166333
2020-03-06T17:00:00,Trentino-Alto Adige,Trentino-Alto Adige/South Tyrol,14,6,14,1072276,1.072276,13.05633997,13.05633997
2020-03-06T17:00:00,Umbria,Umbria,16,7,16,882015,0.882015,18.14028106,18.14028106
2020-03-06T17:00:00,Valle d'Aosta,Aosta,7,5,7,125666,0.125666,55.70321328,55.70321328
2020-03-06T17:00:00,Veneto,Veneto,454,81,488,4905854,4.905854,92.54250126,99.47299695
2020-03-07T18:00:00,Abruzzo,Abruzzo,11,2,11,1311580,1.31158,8.38683115,8.38683115
2020-03-07T18:00:00,Basilicata,Basilicata,3,0,3,562869,0.562869,5.32983696,5.32983696
2020-03-07T18:00:00,Calabria,Calabria,4,0,4,1947131,1.947131,2.054304513,2.054304513
2020-03-07T18:00:00,Campania,Campania,61,4,61,5801692,5.801692,10.51417414,10.51417414
2020-03-07T18:00:00,Emilia-Romagna,Emilia-Romagna,937,140,1010,4459477,4.459477,210.1143251,226.4839576
2020-03-07T18:00:00,Friuli Venezia Giulia,Friuli-Venezia Giulia,39,11,42,1215220,1.21522,32.09295436,34.56164316
2020-03-07T18:00:00,Lazio,Lazio,72,22,76,5879082,5.879082,12.24680996,12.92718829
2020-03-07T18:00:00,Liguria,Liguria,42,19,51,1550640,1.55064,27.08559047,32.88964557
2020-03-07T18:00:00,Lombardia,Lombardy,2742,808,3420,10060574,10.060574,272.5490613,339.9408423
2020-03-07T18:00:00,Marche,Marche,201,48,207,1525271,1.525271,131.7798608,135.7135879
2020-03-07T18:00:00,Molise,Molise,14,2,14,305617,0.305617,45.80897005,45.80897005
2020-03-07T18:00:00,Piemonte,Piedmont,202,64,207,4356406,4.356406,46.36849733,47.51623242
2020-03-07T18:00:00,Puglia,Apulia,23,9,26,4029053,4.029053,5.708537465,6.453129309
2020-03-07T18:00:00,Sardegna,Sardinia,5,0,5,1639591,1.639591,3.049541014,3.049541014
2020-03-07T18:00:00,Sicilia,Sicily,33,11,35,4999891,4.999891,6.600143883,7.000152603
2020-03-07T18:00:00,Toscana,Tuscany,112,34,113,3729641,3.729641,30.02969991,30.29782223
2020-03-07T18:00:00,Trentino-Alto Adige,Trentino-Alto Adige/South Tyrol,23,9,23,1072276,1.072276,21.44970138,21.44970138
2020-03-07T18:00:00,Umbria,Umbria,24,8,24,882015,0.882015,27.21042159,27.21042159
2020-03-07T18:00:00,Valle d'Aosta,Aosta,8,1,8,125666,0.125666,63.66081518,63.66081518
2020-03-07T18:00:00,Veneto,Veneto,505,55,543,4905854,4.905854,102.9382448,110.6840929
2020-03-08T18:00:00,Abruzzo,Abruzzo,17,6,17,1311580,1.31158,12.96146632,12.96146632
2020-03-08T18:00:00,Basilicata,Basilicata,4,1,4,562869,0.562869,7.10644928,7.10644928
2020-03-08T18:00:00,Calabria,Calabria,9,5,9,1947131,1.947131,4.622185153,4.622185153
2020-03-08T18:00:00,Campania,Campania,100,40,101,5801692,5.801692,17.23635105,17.40871456
2020-03-08T18:00:00,Emilia-Romagna,Emilia-Romagna,1097,170,1180,4459477,4.459477,245.9929718,264.6050198
2020-03-08T18:00:00,Friuli Venezia Giulia,Friuli-Venezia Giulia,53,15,57,1215220,1.21522,43.61350208,46.90508714
2020-03-08T18:00:00,Lazio,Lazio,81,11,87,5879082,5.879082,13.77766121,14.7982287
2020-03-08T18:00:00,Liguria,Liguria,67,27,78,1550640,1.55064,43.20796574,50.30181087
2020-03-08T18:00:00,Lombardia,Lombardy,3372,769,4189,10060574,10.060574,335.1697428,416.3778329
2020-03-08T18:00:00,Marche,Marche,265,65,272,1525271,1.525271,173.7396174,178.3289658
2020-03-08T18:00:00,Molise,Molise,14,0,14,305617,0.305617,45.80897005,45.80897005
2020-03-08T18:00:00,Piemonte,Piedmont,355,153,360,4356406,4.356406,81.48919086,82.63692594
2020-03-08T18:00:00,Puglia,Apulia,36,14,40,4029053,4.029053,8.93510212,9.927891244
2020-03-08T18:00:00,Sardegna,Sardinia,11,6,11,1639591,1.639591,6.70899023,6.70899023
2020-03-08T18:00:00,Sicilia,Sicily,51,18,53,4999891,4.999891,10.20022236,10.60023109
2020-03-08T18:00:00,Toscana,Tuscany,165,53,166,3729641,3.729641,44.2401829,44.50830522
2020-03-08T18:00:00,Trentino-Alto Adige,Trentino-Alto Adige/South Tyrol,32,9,32,1072276,1.072276,29.84306279,29.84306279
2020-03-08T18:00:00,Umbria,Umbria,26,2,26,882015,0.882015,29.47795672,29.47795672
2020-03-08T18:00:00,Valle d'Aosta,Aosta,9,1,9,125666,0.125666,71.61841707,71.61841707
2020-03-08T18:00:00,Veneto,Veneto,623,127,670,4905854,4.905854,126.9911416,136.5715327
2020-03-09T18:00:00,Abruzzo,Abruzzo,30,13,30,1311580,1.31158,22.87317586,22.87317586
2020-03-09T18:00:00,Basilicata,Basilicata,5,1,5,562869,0.562869,8.8830616,8.8830616
2020-03-09T18:00:00,Calabria,Calabria,9,2,11,1947131,1.947131,4.622185153,5.64933741
2020-03-09T18:00:00,Campania,Campania,119,19,120,5801692,5.801692,20.51125775,20.68362126
2020-03-09T18:00:00,Emilia-Romagna,Emilia-Romagna,1286,206,1386,4459477,4.459477,288.3746233,310.7987775
2020-03-09T18:00:00,Friuli Venezia Giulia,Friuli-Venezia Giulia,89,36,93,1215220,1.21522,73.23776765,76.52935271
2020-03-09T18:00:00,Lazio,Lazio,94,15,102,5879082,5.879082,15.98889078,17.34964744
2020-03-09T18:00:00,Liguria,Liguria,97,31,109,1550640,1.55064,62.55481608,70.29355621
2020-03-09T18:00:00,Lombardia,Lombardy,4490,1280,5469,10060574,10.060574,446.296603,543.607154
2020-03-09T18:00:00,Marche,Marche,313,51,323,1525271,1.525271,205.2094349,211.7656469
2020-03-09T18:00:00,Molise,Molise,14,0,14,305617,0.305617,45.80897005,45.80897005
2020-03-09T18:00:00,Piemonte,Piedmont,337,-10,350,4356406,4.356406,77.35734456,80.34145578
2020-03-09T18:00:00,Puglia,Apulia,46,10,50,4029053,4.029053,11.41707493,12.40986405
2020-03-09T18:00:00,Sardegna,Sardinia,19,8,19,1639591,1.639591,11.58825585,11.58825585
2020-03-09T18:00:00,Sicilia,Sicily,52,1,54,4999891,4.999891,10.40022672,10.80023545
2020-03-09T18:00:00,Toscana,Tuscany,206,42,208,3729641,3.729641,55.23319805,55.76944269
2020-03-09T18:00:00,Trentino-Alto Adige,Trentino-Alto Adige/South Tyrol,42,10,42,1072276,1.072276,39.16901992,39.16901992
2020-03-09T18:00:00,Umbria,Umbria,28,2,28,882015,0.882015,31.74549186,31.74549186
2020-03-09T18:00:00,Valle d'Aosta,Aosta,15,6,15,125666,0.125666,119.3640285,119.3640285
2020-03-09T18:00:00,Veneto,Veneto,694,74,744,4905854,4.905854,141.4636473,151.6555527
2020-03-10T18:00:00,Abruzzo,Abruzzo,37,8,38,1311580,1.31158,28.21025023,28.97268943
2020-03-10T18:00:00,Basilicata,Basilicata,7,2,7,562869,0.562869,12.43628624,12.43628624
2020-03-10T18:00:00,Calabria,Calabria,11,2,13,1947131,1.947131,5.64933741,6.676489666
2020-03-10T18:00:00,Campania,Campania,126,7,127,5801692,5.801692,21.71780232,21.89016583
2020-03-10T18:00:00,Emilia-Romagna,Emilia-Romagna,1417,147,1533,4459477,4.459477,317.7502653,343.7622842
2020-03-10T18:00:00,Friuli Venezia Giulia,Friuli-Venezia Giulia,110,23,116,1215220,1.21522,90.51858923,95.45596682
2020-03-10T18:00:00,Lazio,Lazio,99,14,116,5879082,5.879082,16.8393637,19.7309716
2020-03-10T18:00:00,Liguria,Liguria,128,32,141,1550640,1.55064,82.54656142,90.93019656
2020-03-10T18:00:00,Lombardia,Lombardy,4427,322,5791,10060574,10.060574,440.0345348,575.6132801
2020-03-10T18:00:00,Marche,Marche,381,71,394,1525271,1.525271,249.7916764,258.3147519
2020-03-10T18:00:00,Molise,Molise,15,1,15,305617,0.305617,49.08103934,49.08103934
2020-03-10T18:00:00,Piemonte,Piedmont,436,103,453,4356406,4.356406,100.0824992,103.9847985
2020-03-10T18:00:00,Puglia,Apulia,55,9,59,4029053,4.029053,13.65085046,14.64363958
2020-03-10T18:00:00,Sardegna,Sardinia,20,1,20,1639591,1.639591,12.19816405,12.19816405
2020-03-10T18:00:00,Sicilia,Sicily,60,8,62,4999891,4.999891,12.00026161,12.40027033
2020-03-10T18:00:00,Toscana,Tuscany,260,56,264,3729641,3.729641,69.71180336,70.78429264
2020-03-10T18:00:00,Trentino-Alto Adige,Trentino-Alto Adige/South Tyrol,88,48,90,1072276,1.072276,82.06842268,83.93361411
2020-03-10T18:00:00,Umbria,Umbria,37,9,37,882015,0.882015,41.94939995,41.94939995
2020-03-10T18:00:00,Valle d'Aosta,Aosta,17,2,17,125666,0.125666,135.2792323,135.2792323
2020-03-10T18:00:00,Veneto,Veneto,783,112,856,4905854,4.905854,159.605239,174.4854209
2020-03-11T17:00:00,Abruzzo,Abruzzo,37,0,38,1311580,1.31158,28.21025023,28.97268943
2020-03-11T17:00:00,Basilicata,Basilicata,8,1,8,562869,0.562869,14.21289856,14.21289856
2020-03-11T17:00:00,Calabria,Calabria,17,6,19,1947131,1.947131,8.730794179,9.757946435
2020-03-11T17:00:00,Campania,Campania,149,27,154,5801692,5.801692,25.68216307,26.54398062
2020-03-11T17:00:00,Emilia-Romagna,Emilia-Romagna,1588,206,1739,4459477,4.459477,356.0955691,389.9560419
2020-03-11T17:00:00,Friuli Venezia Giulia,Friuli-Venezia Giulia,110,10,126,1215220,1.21522,90.51858923,103.6849295
2020-03-11T17:00:00,Lazio,Lazio,125,34,150,5879082,5.879082,21.26182285,25.51418742
2020-03-11T17:00:00,Liguria,Liguria,181,53,194,1550640,1.55064,116.725997,125.1096322
2020-03-11T17:00:00,Lombardia,Lombardy,5763,1489,7280,10060574,10.060574,572.8301387,723.6167638
2020-03-11T17:00:00,Marche,Marche,461,85,479,1525271,1.525271,302.2413722,314.0425537
2020-03-11T17:00:00,Molise,Molise,16,1,16,305617,0.305617,52.35310863,52.35310863
2020-03-11T17:00:00,Piemonte,Piedmont,480,48,501,4356406,4.356406,110.1825679,115.0030553
2020-03-11T17:00:00,Puglia,Apulia,71,18,77,4029053,4.029053,17.62200696,19.11119064
2020-03-11T17:00:00,Sardegna,Sardinia,37,17,37,1639591,1.639591,22.5666035,22.5666035
2020-03-11T17:00:00,Sicilia,Sicily,81,21,83,4999891,4.999891,16.20035317,16.60036189
2020-03-11T17:00:00,Toscana,Tuscany,314,56,320,3729641,3.729641,84.19040867,85.7991426
2020-03-11T17:00:00,Trentino-Alto Adige,Trentino-Alto Adige/South Tyrol,149,62,152,1072276,1.072276,138.9567611,141.7545483
2020-03-11T17:00:00,Umbria,Umbria,44,9,46,882015,0.882015,49.88577292,52.15330805
2020-03-11T17:00:00,Valle d'Aosta,Aosta,19,3,20,125666,0.125666,151.194436,159.1520379
2020-03-11T17:00:00,Veneto,Veneto,940,167,1023,4905854,4.905854,191.607822,208.526385
2020-03-12T17:00:00,Abruzzo,Abruzzo,78,46,84,1311580,1.31158,59.47025725,64.04489242
2020-03-12T17:00:00,Basilicata,Basilicata,8,0,8,562869,0.562869,14.21289856,14.21289856
2020-03-12T17:00:00,Calabria,Calabria,32,14,33,1947131,1.947131,16.4344361,16.94801223
2020-03-12T17:00:00,Campania,Campania,174,25,179,5801692,5.801692,29.99125083,30.85306838
2020-03-12T17:00:00,Emilia-Romagna,Emilia-Romagna,1758,208,1947,4459477,4.459477,394.2166312,436.5982827
2020-03-12T17:00:00,Friuli Venezia Giulia,Friuli-Venezia Giulia,148,41,167,1215220,1.21522,121.7886473,137.4236764
2020-03-12T17:00:00,Lazio,Lazio,172,50,200,5879082,5.879082,29.25626824,34.01891656
2020-03-12T17:00:00,Liguria,Liguria,243,80,274,1550640,1.55064,156.7094877,176.701233
2020-03-12T17:00:00,Lombardia,Lombardy,6896,1445,8725,10060574,10.060574,685.4479675,867.2467396
